channel,u0,tE,rho,q,s,mag_ref,seed,event_delta_chi2,anomaly_delta_chi2,event_detected,anomaly_detected,recovered,failure_reason,n_points_in_anomaly_window,wall_time_s
ffp,0.3,0.3,0.005,0.0,1.0,22.0,4,147058.31679849105,121.53702854611686,True,True,True,recovered,105,0.04855790035799146
ffp,0.3,1.0,0.005,0.0,1.0,22.0,0,532369.3984961031,332.54826090352014,True,True,True,recovered,354,0.044716399628669024
ffp,0.3,1.0,0.005,0.0,1.0,22.0,1,524673.6122431068,299.5332393421712,True,True,True,recovered,354,0.048288699705153704
ffp,0.3,1.0,0.005,0.0,1.0,22.0,2,532227.4493206656,387.69824599159097,True,True,True,recovered,357,0.036800799891352654
ffp,0.3,1.0,0.005,0.0,1.0,22.0,3,535577.601668429,380.8397210198061,True,True,True,recovered,355,0.0465723997913301
ffp,0.3,1.0,0.005,0.0,1.0,22.0,4,530883.5273101486,374.4195186369195,True,True,True,recovered,355,0.04825389990583062
ffp,0.6,0.02,0.005,0.0,1.0,22.0,0,1110.7102112512075,0.6625171620983964,True,True,True,recovered,5,0.4679231997579336
ffp,0.6,0.02,0.005,0.0,1.0,22.0,1,1107.4120902125578,2.466919416476176,True,True,True,recovered,5,0.10209820000454783
ffp,0.6,0.02,0.005,0.0,1.0,22.0,2,1078.8767831887162,1.2865048708289755,True,True,True,recovered,5,0.06765899993479252
ffp,0.6,0.02,0.005,0.0,1.0,22.0,3,1105.4537227425753,0.7893659828826927,True,True,True,recovered,5,0.06303930003196001
ffp,0.6,0.02,0.005,0.0,1.0,22.0,4,1076.0174614070347,2.199470161579769,True,True,True,recovered,5,0.18572619976475835
ffp,0.6,0.08,0.005,0.0,1.0,22.0,0,7429.908127797527,15.679172385454917,True,True,True,recovered,28,0.087336300406605
ffp,0.6,0.08,0.005,0.0,1.0,22.0,1,7387.6709163458,22.576161683600482,True,True,True,recovered,27,0.07119250018149614
ffp,0.6,0.08,0.005,0.0,1.0,22.0,2,7251.371169538732,22.289149326686992,True,True,True,recovered,28,0.09112689970061183
ffp,0.6,0.08,0.005,0.0,1.0,22.0,3,7403.71513045895,19.025849859830227,True,True,True,recovered,28,0.08282960020005703
ffp,0.6,0.08,0.005,0.0,1.0,22.0,4,7440.250363921128,13.961467032815095,True,True,True,recovered,28,0.18968329997733235
ffp,0.6,0.3,0.005,0.0,1.0,22.0,0,36213.448744567184,93.4484407451258,True,True,True,recovered,105,0.03895920002833009
ffp,0.6,0.3,0.005,0.0,1.0,22.0,1,35242.26381861152,82.78919041359123,True,True,True,recovered,104,0.05671739997342229
ffp,0.6,0.3,0.005,0.0,1.0,22.0,2,35704.48173547616,87.09798102709911,True,True,True,recovered,106,0.10864480026066303
ffp,0.6,0.3,0.005,0.0,1.0,22.0,3,36250.89133664925,103.70552978470153,True,True,True,recovered,105,0.04885229980573058
ffp,0.6,0.3,0.005,0.0,1.0,22.0,4,35860.471365370504,122.80308597763243,True,True,True,recovered,105,0.05148519994691014
ffp,0.6,1.0,0.005,0.0,1.0,22.0,0,123220.2090521704,331.72116296019294,True,True,True,recovered,354,0.06251179985702038
ffp,0.6,1.0,0.005,0.0,1.0,22.0,1,121643.8091829848,297.9697874243958,True,True,True,recovered,354,0.06684349989518523
ffp,0.6,1.0,0.005,0.0,1.0,22.0,2,123054.16507000616,386.74586792604964,True,True,True,recovered,357,0.058265600353479385
ffp,0.6,1.0,0.005,0.0,1.0,22.0,3,124029.09916806902,381.1812901825708,True,True,True,recovered,355,0.05678529990836978
ffp,0.6,1.0,0.005,0.0,1.0,22.0,4,122952.12673466581,374.2469041698794,True,True,True,recovered,355,0.046658700332045555
ffp,1.0,0.02,0.005,0.0,1.0,22.0,0,276.5612080690844,0.8564292541078768,False,False,False,event_below_threshold,5,0.4143857997842133
ffp,1.0,0.02,0.005,0.0,1.0,22.0,1,277.27765522585105,2.5022719530674844,False,False,False,event_below_threshold,5,0.33811259968206286
ffp,1.0,0.02,0.005,0.0,1.0,22.0,2,257.19348414515844,1.0090471416074596,False,False,False,event_below_threshold,5,0.3823863002471626
ffp,1.0,0.02,0.005,0.0,1.0,22.0,3,273.22639091448946,0.9846488455093338,False,False,False,event_below_threshold,5,0.13571929978206754
ffp,1.0,0.02,0.005,0.0,1.0,22.0,4,259.13536374825344,3.0080393662745544,False,False,False,event_below_threshold,5,0.18833669973537326
ffp,1.0,0.08,0.005,0.0,1.0,22.0,0,1796.514959441476,17.38466189743948,True,True,True,recovered,28,0.14233790012076497
ffp,1.0,0.08,0.005,0.0,1.0,22.0,1,1769.3694217592783,22.48855021182068,True,True,True,recovered,27,0.08240929991006851
ffp,1.0,0.08,0.005,0.0,1.0,22.0,2,1684.254512370244,24.067941594468003,True,True,True,recovered,28,0.16478450037539005
ffp,1.0,0.08,0.005,0.0,1.0,22.0,3,1778.0223994454645,18.928360123254716,True,True,True,recovered,28,0.1905570002272725
ffp,1.0,0.08,0.005,0.0,1.0,22.0,4,1794.8976296316687,18.266629047771378,True,True,True,recovered,28,0.8608593000099063
ffp,1.0,0.3,0.005,0.0,1.0,22.0,0,8062.437308500186,93.6856053949282,True,True,True,recovered,105,0.07191669987514615
ffp,1.0,0.3,0.005,0.0,1.0,22.0,1,7830.2742796827515,82.92109218381952,True,True,True,recovered,104,0.07808250002563
ffp,1.0,0.3,0.005,0.0,1.0,22.0,2,7795.8913712494905,87.94310152711095,True,True,True,recovered,106,1.2127725998871028
ffp,1.0,0.3,0.005,0.0,1.0,22.0,3,8073.4276041798585,103.6931379205764,True,True,True,recovered,105,0.04628609959036112
ffp,1.0,0.3,0.005,0.0,1.0,22.0,4,7938.041521552645,122.89612445322302,True,True,True,recovered,105,0.12100879987701774
ffp,1.0,1.0,0.005,0.0,1.0,22.0,0,26713.574363418913,331.18127872198835,True,True,True,recovered,354,0.149169800337404
ffp,1.0,1.0,0.005,0.0,1.0,22.0,1,26203.418349934713,296.2242623229975,True,True,True,recovered,354,0.15474889986217022
ffp,1.0,1.0,0.005,0.0,1.0,22.0,2,26350.957858444686,386.79287048417495,True,True,True,recovered,357,0.08101739967241883
ffp,1.0,1.0,0.005,0.0,1.0,22.0,3,26844.109341035684,381.0894153706809,True,True,True,recovered,355,0.0979438996873796
ffp,1.0,1.0,0.005,0.0,1.0,22.0,4,26486.341552646787,375.0478349543777,True,True,True,recovered,355,0.057888499926775694
ffp,1.5,0.02,0.005,0.0,1.0,22.0,0,64.84416845269152,1.0925400187672896,False,False,False,event_below_threshold,5,0.33701090002432466
ffp,1.5,0.02,0.005,0.0,1.0,22.0,1,67.07462592475349,2.5677360873796333,False,False,False,event_below_threshold,5,0.22239930042997003
ffp,1.5,0.02,0.005,0.0,1.0,22.0,2,56.09475276071316,0.8956988216990096,False,False,False,event_below_threshold,5,0.16566119994968176
ffp,1.5,0.02,0.005,0.0,1.0,22.0,3,63.606566410075175,1.1588333792231027,False,False,False,event_below_threshold,5,0.0628533000126481
ffp,1.5,0.02,0.005,0.0,1.0,22.0,4,60.99873275054415,3.1762385012938945,False,False,False,event_below_threshold,5,0.26387189980596304
ffp,1.5,0.08,0.005,0.0,1.0,22.0,0,403.4193926019798,17.66678031308213,False,False,False,event_below_threshold,28,0.36476209992542863
ffp,1.5,0.08,0.005,0.0,1.0,22.0,1,388.02903233724646,22.38141016124778,False,False,False,event_below_threshold,27,0.21470189979299903
ffp,1.5,0.08,0.005,0.0,1.0,22.0,2,344.1494191017191,25.25731427293744,False,False,False,event_below_threshold,28,0.06444959994405508
ffp,1.5,0.08,0.005,0.0,1.0,22.0,3,392.3893779036807,19.236658581275716,False,False,False,event_below_threshold,28,0.27174089988693595
ffp,1.5,0.08,0.005,0.0,1.0,22.0,4,396.06885501230863,20.0005716400399,False,False,False,event_below_threshold,28,0.057390599977225065
ffp,1.5,0.3,0.005,0.0,1.0,22.0,0,1689.4821541199126,93.95153575451002,True,True,True,recovered,105,0.2543744002468884
ffp,1.5,0.3,0.005,0.0,1.0,22.0,1,1622.9548147465393,82.94328684884664,True,True,True,recovered,104,0.512224200181663
ffp,1.5,0.3,0.005,0.0,1.0,22.0,2,1556.0049432165615,90.39823489608214,True,True,True,recovered,106,0.6137309996411204
ffp,1.5,0.3,0.005,0.0,1.0,22.0,3,1690.2282568336523,103.60368211596753,True,True,True,recovered,105,0.04801220027729869
ffp,1.5,0.3,0.005,0.0,1.0,22.0,4,1642.447771713647,122.15911903181593,True,True,True,recovered,105,0.5218954998999834
ffp,1.5,1.0,0.005,0.0,1.0,22.0,0,5529.622466073619,331.7562409277368,True,True,True,recovered,354,0.2901298999786377
ffp,1.5,1.0,0.005,0.0,1.0,22.0,1,5300.503021613011,295.4272568624519,True,True,True,recovered,354,0.5840958999469876
ffp,1.5,1.0,0.005,0.0,1.0,22.0,2,5276.836210653819,387.1297777854511,True,True,True,recovered,357,0.47616179985925555
ffp,1.5,1.0,0.005,0.0,1.0,22.0,3,5525.025416338998,381.1693691986366,True,True,True,recovered,355,0.18296499969437718
ffp,1.5,1.0,0.005,0.0,1.0,22.0,4,5380.0517467068275,375.459046896248,True,True,True,recovered,355,0.07600319990888238
ffp,2.5,0.02,0.005,0.0,1.0,22.0,0,6.864379847262171,1.0181088238659197,False,False,False,event_below_threshold,5,0.0661818003281951
ffp,2.5,0.02,0.005,0.0,1.0,22.0,1,8.28599886567099,2.802913053302418,False,False,False,event_below_threshold,5,0.06853620009496808
ffp,2.5,0.02,0.005,0.0,1.0,22.0,2,2.974494036017859,4.665683832252141,False,False,False,event_below_threshold,5,0.09894519997760653
ffp,2.5,0.02,0.005,0.0,1.0,22.0,3,7.034589384282299,1.1946029769528153,False,False,False,event_below_threshold,5,0.09133919980376959
ffp,2.5,0.02,0.005,0.0,1.0,22.0,4,11.770447826311283,1.919146093642587,False,False,False,event_below_threshold,5,0.07969909999519587
ffp,2.5,0.08,0.005,0.0,1.0,22.0,0,40.20896652030933,18.21833524123171,False,False,False,event_below_threshold,28,0.04993239976465702
ffp,2.5,0.08,0.005,0.0,1.0,22.0,1,35.023078592683305,22.2787947141438,False,False,False,event_below_threshold,27,0.2999286996200681
ffp,2.5,0.08,0.005,0.0,1.0,22.0,2,23.29953305676463,25.838035746515224,False,False,False,event_below_threshold,28,0.09032300021499395
ffp,2.5,0.08,0.005,0.0,1.0,22.0,3,37.11122752465599,20.52385780545206,False,False,False,event_below_threshold,28,0.04926020000129938
ffp,2.5,0.08,0.005,0.0,1.0,22.0,4,37.932719688855286,17.088653932206395,False,False,False,event_below_threshold,28,0.3680241000838578
ffp,2.5,0.3,0.005,0.0,1.0,22.0,0,149.97835652617505,94.20362438439133,False,False,False,event_below_threshold,105,0.46869630040600896
ffp,2.5,0.3,0.005,0.0,1.0,22.0,1,131.97403659047268,83.09776952646364,False,False,False,event_below_threshold,104,0.19244519993662834
ffp,2.5,0.3,0.005,0.0,1.0,22.0,2,106.484266097832,91.10874693326018,False,False,False,event_below_threshold,106,0.5100414999760687
ffp,2.5,0.3,0.005,0.0,1.0,22.0,3,147.50210695373244,104.07830242750859,False,False,False,event_below_threshold,105,0.5736217997036874
ffp,2.5,0.3,0.005,0.0,1.0,22.0,4,134.19958827988012,121.50740390794891,False,False,False,event_below_threshold,105,0.06845489982515574
ffp,2.5,1.0,0.005,0.0,1.0,22.0,0,481.7324476102731,332.2788151950263,False,False,False,event_below_threshold,354,0.21060589980334044
ffp,2.5,1.0,0.005,0.0,1.0,22.0,1,401.869247595263,294.88945867317625,False,False,False,event_below_threshold,354,0.6628967998549342
ffp,2.5,1.0,0.005,0.0,1.0,22.0,2,392.079318643031,387.95746834069155,False,False,False,event_below_threshold,357,0.24943119985982776
ffp,2.5,1.0,0.005,0.0,1.0,22.0,3,465.16264137718827,381.3943245687174,False,False,False,event_below_threshold,355,0.15620189998298883
ffp,2.5,1.0,0.005,0.0,1.0,22.0,4,423.0763790745914,375.80053463898,False,False,False,event_below_threshold,355,0.561300199944526
ffp,0.02,0.02,0.005,0.0,1.0,24.0,0,212.46614962242893,0.684728385481025,False,False,False,event_below_threshold,5,0.386540699750185
ffp,0.02,0.02,0.005,0.0,1.0,24.0,1,210.9270908525068,2.333840670474021,False,False,False,event_below_threshold,5,0.3226251997984946
ffp,0.02,0.02,0.005,0.0,1.0,24.0,2,1.375652265851386,208.10463950088496,False,False,False,event_below_threshold,5,5.954956999979913
ffp,0.02,0.02,0.005,0.0,1.0,24.0,3,211.4702995117841,1.0395259030076425,False,False,False,event_below_threshold,5,0.19572870014235377
ffp,0.02,0.02,0.005,0.0,1.0,24.0,4,203.91301841168024,3.108639431858578,False,False,False,event_below_threshold,5,0.21619219984859228
ffp,0.02,0.08,0.005,0.0,1.0,24.0,0,6018.750577778359,20.243487354124845,True,True,True,recovered,28,0.06126459967344999
ffp,0.02,0.08,0.005,0.0,1.0,24.0,1,6017.838325673627,21.54096844639583,True,True,True,recovered,27,0.06164220022037625
ffp,0.02,0.08,0.005,0.0,1.0,24.0,2,5978.815192059024,19.541298826638712,True,True,True,recovered,28,0.11253749998286366
ffp,0.02,0.08,0.005,0.0,1.0,24.0,3,6013.536642762891,20.48700986409104,True,True,True,recovered,28,0.07674810010939837
ffp,0.02,0.08,0.005,0.0,1.0,24.0,4,6016.20608772619,21.753112369636593,True,True,True,recovered,28,0.06052930001169443
ffp,0.02,0.3,0.005,0.0,1.0,24.0,0,63918.172784598835,93.14597863335534,True,True,True,recovered,105,0.054858800023794174
ffp,0.02,0.3,0.005,0.0,1.0,24.0,1,63662.935409850004,83.50757516257632,True,True,True,recovered,104,0.044569899793714285
ffp,0.02,0.3,0.005,0.0,1.0,24.0,2,63809.78949620994,85.76081831759709,True,True,True,recovered,106,0.05372089985758066
ffp,0.02,0.3,0.005,0.0,1.0,24.0,3,63902.85680953384,102.22462377062072,True,True,True,recovered,105,0.05250160023570061
ffp,0.02,0.3,0.005,0.0,1.0,24.0,4,63843.95119711256,126.35833056130807,True,True,True,recovered,105,0.04669479979202151
ffp,0.02,1.0,0.005,0.0,1.0,24.0,0,316790.18059760216,331.1266893365424,True,True,True,recovered,354,0.0475059999153018
ffp,0.02,1.0,0.005,0.0,1.0,24.0,1,313205.27885025326,293.74569711352603,True,True,True,recovered,354,0.04664679989218712
ffp,0.02,1.0,0.005,0.0,1.0,24.0,2,316372.34236535063,387.451725001163,True,True,True,recovered,357,0.04572089994326234
ffp,0.02,1.0,0.005,0.0,1.0,24.0,3,316973.9208891131,380.7899689529854,True,True,True,recovered,355,0.04465749999508262
ffp,0.02,1.0,0.005,0.0,1.0,24.0,4,316180.5388897235,372.37425819371254,True,True,True,recovered,355,0.048259600065648556
ffp,0.1,0.02,0.005,0.0,1.0,24.0,0,193.0738849002737,0.6801041892184196,False,False,False,event_below_threshold,5,0.30869559990242124
ffp,0.1,0.02,0.005,0.0,1.0,24.0,1,191.60783979527332,2.32894871637711,False,False,False,event_below_threshold,5,0.0803662003017962
ffp,0.1,0.02,0.005,0.0,1.0,24.0,2,50.20654151139024,139.44500796329817,False,False,False,event_below_threshold,5,38.1382458996959
ffp,0.1,0.02,0.005,0.0,1.0,24.0,3,192.08834615840897,1.002126971799224,False,False,False,event_below_threshold,5,0.16384629998356104
ffp,0.1,0.02,0.005,0.0,1.0,24.0,4,184.65666559552483,3.1219006573605474,False,False,False,event_below_threshold,5,0.30799670005217195
ffp,0.1,0.08,0.005,0.0,1.0,24.0,0,3116.2031347276134,20.138424426028532,True,True,True,recovered,28,0.06122050015255809
ffp,0.1,0.08,0.005,0.0,1.0,24.0,1,3116.008385300418,21.552190658463527,True,True,True,recovered,27,0.0615496002137661
ffp,0.1,0.08,0.005,0.0,1.0,24.0,2,3076.8784838195425,19.512871881867376,True,True,True,recovered,28,0.06202269997447729
ffp,0.1,0.08,0.005,0.0,1.0,24.0,3,3111.3345014422957,20.177987845287177,True,True,True,recovered,28,0.05363670038059354
ffp,0.1,0.08,0.005,0.0,1.0,24.0,4,3114.06125610094,21.64845578968523,True,True,True,recovered,28,0.051746499724686146
ffp,0.1,0.3,0.005,0.0,1.0,24.0,0,18966.660317680733,93.05467732809502,True,True,True,recovered,105,0.05379260005429387
ffp,0.1,0.3,0.005,0.0,1.0,24.0,1,18739.562526038768,83.85989862310791,True,True,True,recovered,104,0.046343700028955936
ffp,0.1,0.3,0.005,0.0,1.0,24.0,2,18858.828488618557,87.0801460919595,True,True,True,recovered,106,0.05336630018427968
ffp,0.1,0.3,0.005,0.0,1.0,24.0,3,18952.432078647922,101.45107137775794,True,True,True,recovered,105,0.054902900010347366
ffp,0.1,0.3,0.005,0.0,1.0,24.0,4,18896.467811094597,123.4471431242272,True,True,True,recovered,105,0.052354900166392326
ffp,0.1,1.0,0.005,0.0,1.0,24.0,0,79968.56565214951,331.2526890940146,True,True,True,recovered,354,0.04548909980803728
ffp,0.1,1.0,0.005,0.0,1.0,24.0,1,78191.54634677758,293.3917069644144,True,True,True,recovered,354,0.045090700034052134
ffp,0.1,1.0,0.005,0.0,1.0,24.0,2,79617.85660185234,388.3441082019756,True,True,True,recovered,357,0.05335199972614646
ffp,0.1,1.0,0.005,0.0,1.0,24.0,3,80127.1157376136,380.83124257809754,True,True,True,recovered,355,0.046257299836725
ffp,0.1,1.0,0.005,0.0,1.0,24.0,4,79518.76057243824,373.81825796274586,True,True,True,recovered,355,0.045148400124162436
ffp,0.3,0.02,0.005,0.0,1.0,24.0,0,104.91535168747214,0.6872606212287171,False,False,False,event_below_threshold,5,0.2751670000143349
ffp,0.3,0.02,0.005,0.0,1.0,24.0,1,103.9201937625694,2.3482829185607716,False,False,False,event_below_threshold,5,0.1500645000487566
ffp,0.3,0.02,0.005,0.0,1.0,24.0,2,82.65906983336026,19.48325393392209,False,False,False,event_below_threshold,5,38.73522699996829
ffp,0.3,0.02,0.005,0.0,1.0,24.0,3,103.99073291846435,0.8357040859674663,False,False,False,event_below_threshold,5,0.18437950033694506
ffp,0.3,0.02,0.005,0.0,1.0,24.0,4,97.47193023174623,3.236597114479081,False,False,False,event_below_threshold,5,0.2330175000242889
ffp,0.3,0.08,0.005,0.0,1.0,24.0,0,787.9676560252556,18.59849510387982,True,True,True,recovered,28,0.08694229973480105
ffp,0.3,0.08,0.005,0.0,1.0,24.0,1,787.4372898378933,21.634912603341668,True,True,True,recovered,27,0.07916620001196861
ffp,0.3,0.08,0.005,0.0,1.0,24.0,2,751.8720770507134,19.524816076236213,True,True,True,recovered,28,0.0899702999740839
ffp,0.3,0.08,0.005,0.0,1.0,24.0,3,782.7426499480061,20.00935799349606,True,True,True,recovered,28,0.06248930003494024
ffp,0.3,0.08,0.005,0.0,1.0,24.0,4,789.6286597127109,17.56330243058955,True,True,True,recovered,28,0.13661929965019226
ffp,0.3,0.3,0.005,0.0,1.0,24.0,0,4275.360336522957,93.15792201050611,True,True,True,recovered,105,0.05520940013229847
ffp,0.3,0.3,0.005,0.0,1.0,24.0,1,4155.102698972492,83.04420869565172,True,True,True,recovered,104,0.07197589986026287
ffp,0.3,0.3,0.005,0.0,1.0,24.0,2,4182.446721453518,88.51920577808038,True,True,True,recovered,106,0.07698759995400906
ffp,0.3,0.3,0.005,0.0,1.0,24.0,3,4262.642016337224,102.03398833597335,True,True,True,recovered,105,0.05324480030685663
ffp,0.3,0.3,0.005,0.0,1.0,24.0,4,4214.167462829457,124.69130055201033,True,True,True,recovered,105,0.05507799983024597
ffp,0.3,1.0,0.005,0.0,1.0,24.0,0,15425.6197644009,331.4963267189474,True,True,True,recovered,354,0.05438799969851971
ffp,0.3,1.0,0.005,0.0,1.0,24.0,1,15117.418614920534,292.51029992222897,True,True,True,recovered,354,0.054893400054425
ffp,0.3,1.0,0.005,0.0,1.0,24.0,2,15232.17610793552,390.37056946243445,True,True,True,recovered,357,0.0499936998821795
ffp,0.3,1.0,0.005,0.0,1.0,24.0,3,15479.826621929642,381.36508016447215,True,True,True,recovered,355,0.05349890002980828
ffp,0.3,1.0,0.005,0.0,1.0,24.0,4,15281.684820841183,374.6094475679939,True,True,True,recovered,355,0.04449380002915859
ffp,0.6,0.02,0.005,0.0,1.0,24.0,0,34.92315322919603,0.8537608341815879,False,False,False,event_below_threshold,5,0.20951580023393035
ffp,0.6,0.02,0.005,0.0,1.0,24.0,1,34.76387880825496,2.4145531197749532,False,False,False,event_below_threshold,5,0.16867859987542033
ffp,0.6,0.02,0.005,0.0,1.0,24.0,2,31.550505710642028,2.8174168060773015,False,False,False,event_below_threshold,5,0.22855539992451668
ffp,0.6,0.02,0.005,0.0,1.0,24.0,3,34.21672982274322,0.8680644532488435,False,False,False,event_below_threshold,5,0.09101260034367442
ffp,0.6,0.02,0.005,0.0,1.0,24.0,4,29.683472233547946,3.5685196029431974,False,False,False,event_below_threshold,5,0.19006309984251857
ffp,0.6,0.08,0.005,0.0,1.0,24.0,0,214.44188593175204,17.721940036443627,False,False,False,event_below_threshold,28,0.131693699862808
ffp,0.6,0.08,0.005,0.0,1.0,24.0,1,212.70165486240876,21.616723124130537,False,False,False,event_below_threshold,27,0.22181909997016191
ffp,0.6,0.08,0.005,0.0,1.0,24.0,2,186.92244774073333,19.602680994963247,False,False,False,event_below_threshold,28,0.13651630003005266
ffp,0.6,0.08,0.005,0.0,1.0,24.0,3,210.15932647023874,19.607169198630586,False,False,False,event_below_threshold,28,0.11765140015631914
ffp,0.6,0.08,0.005,0.0,1.0,24.0,4,215.54319718530314,17.552090976855318,False,False,False,event_below_threshold,28,0.4921503998339176
ffp,0.6,0.3,0.005,0.0,1.0,24.0,0,1026.4301952639507,93.88737433475185,True,True,True,recovered,105,0.045246100053191185
ffp,0.6,0.3,0.005,0.0,1.0,24.0,1,984.4489982100713,83.46725975112386,True,True,True,recovered,104,0.08488480001688004
ffp,0.6,0.3,0.005,0.0,1.0,24.0,2,962.3337457250891,87.58601594838794,True,True,True,recovered,106,0.7428878000937402
ffp,0.6,0.3,0.005,0.0,1.0,24.0,3,1017.1235699390381,102.77774155206761,True,True,True,recovered,105,0.04435080010443926
ffp,0.6,0.3,0.005,0.0,1.0,24.0,4,983.682474752648,125.5698389519123,True,True,True,recovered,105,0.09670419991016388
ffp,0.6,1.0,0.005,0.0,1.0,24.0,0,3462.0130872543596,330.49089842220474,True,True,True,recovered,354,0.11167560005560517
ffp,0.6,1.0,0.005,0.0,1.0,24.0,1,3364.335528414311,290.8427102180789,True,True,True,recovered,354,0.12730500008910894
ffp,0.6,1.0,0.005,0.0,1.0,24.0,2,3317.8878504602035,389.2399032676462,True,True,True,recovered,357,0.085060799960047
ffp,0.6,1.0,0.005,0.0,1.0,24.0,3,3451.629560847796,381.47951047464454,True,True,True,recovered,355,0.05366600025445223
ffp,0.6,1.0,0.005,0.0,1.0,24.0,4,3375.3051007421745,374.6296007244024,True,True,True,recovered,355,0.06517000030726194
ffp,1.0,0.02,0.005,0.0,1.0,24.0,0,10.607268461564672,1.3749213580410808,False,False,False,event_below_threshold,5,0.12103760009631515
ffp,1.0,0.02,0.005,0.0,1.0,24.0,1,10.974380664054479,2.5084125150835375,False,False,False,event_below_threshold,5,0.1695791999809444
ffp,1.0,0.02,0.005,0.0,1.0,24.0,2,6.75504504233686,5.040661731056289,False,False,False,event_below_threshold,5,11.429046400357038
ffp,1.0,0.02,0.005,0.0,1.0,24.0,3,10.268400396889774,0.9542884474176785,False,False,False,event_below_threshold,5,0.09331199992448092
ffp,1.0,0.02,0.005,0.0,1.0,24.0,4,10.882101659837645,2.873793107251538,False,False,False,event_below_threshold,5,0.2284527001902461
ffp,1.0,0.08,0.005,0.0,1.0,24.0,0,56.77334958848951,19.230450358880706,False,False,False,event_below_threshold,28,0.25068970024585724
ffp,1.0,0.08,0.005,0.0,1.0,24.0,1,55.13559142748272,21.585321863598008,False,False,False,event_below_threshold,27,0.05390940001234412
ffp,1.0,0.08,0.005,0.0,1.0,24.0,2,40.19889257802424,21.077922605804396,False,False,False,event_below_threshold,28,0.16531760012730956
ffp,1.0,0.08,0.005,0.0,1.0,24.0,3,54.55561125956592,19.596119497107964,False,False,False,event_below_threshold,28,0.15693659987300634
ffp,1.0,0.08,0.005,0.0,1.0,24.0,4,56.28341619222192,19.00704558303877,False,False,False,event_below_threshold,28,0.3401329996995628
ffp,1.0,0.3,0.005,0.0,1.0,24.0,0,242.2647514295095,94.36979663603472,False,False,False,event_below_threshold,105,0.18543840013444424
ffp,1.0,0.3,0.005,0.0,1.0,24.0,1,227.3852129956722,83.7130276363279,False,False,False,event_below_threshold,104,0.09556020004674792
ffp,1.0,0.3,0.005,0.0,1.0,24.0,2,202.81666711832077,89.68278132230155,False,False,False,event_below_threshold,106,0.4681448000483215
ffp,1.0,0.3,0.005,0.0,1.0,24.0,3,236.45631004562892,102.94478790548395,False,False,False,event_below_threshold,105,0.0449477001093328
ffp,1.0,0.3,0.005,0.0,1.0,24.0,4,216.14005806138448,126.5938041563636,False,False,False,event_below_threshold,105,0.05339489970356226
ffp,1.0,1.0,0.005,0.0,1.0,24.0,0,786.938431505594,329.9458573146142,True,True,True,recovered,354,0.14186480036005378
ffp,1.0,1.0,0.005,0.0,1.0,24.0,1,738.0709236101902,289.2738915787578,True,True,True,recovered,354,0.6949241999536753
ffp,1.0,1.0,0.005,0.0,1.0,24.0,2,689.3697075868622,388.3374360032838,True,True,True,recovered,357,0.20002399990335107
ffp,1.0,1.0,0.005,0.0,1.0,24.0,3,764.987389859074,380.8876914148812,True,True,True,recovered,355,0.13685180013999343
ffp,1.0,1.0,0.005,0.0,1.0,24.0,4,725.4205120498518,375.68939745287395,True,True,True,recovered,355,0.13610409991815686
ffp,1.5,0.02,0.005,0.0,1.0,24.0,0,3.8419069108422264,1.143323806414261,False,False,False,event_below_threshold,5,0.10410439968109131
ffp,1.5,0.02,0.005,0.0,1.0,24.0,1,4.091231161233736,2.6425278114815747,False,False,False,event_below_threshold,5,0.1494148001074791
ffp,1.5,0.02,0.005,0.0,1.0,24.0,2,3.7779376941543887,6.838151019858978,False,False,False,event_below_threshold,5,0.2281002001836896
ffp,1.5,0.02,0.005,0.0,1.0,24.0,3,3.5833259947030456,1.054207889894709,False,False,False,event_below_threshold,5,0.09107999969273806
ffp,1.5,0.02,0.005,0.0,1.0,24.0,4,1.6058357328147395,4.232754326132145,False,False,False,event_below_threshold,5,0.2862176997587085
ffp,1.5,0.08,0.005,0.0,1.0,24.0,0,16.121395867332467,19.432850490894957,False,False,False,event_below_threshold,28,0.1878759004175663
ffp,1.5,0.08,0.005,0.0,1.0,24.0,1,14.381873334365082,21.42730776915931,False,False,False,event_below_threshold,27,0.06197759974747896
ffp,1.5,0.08,0.005,0.0,1.0,24.0,2,7.742619139593444,22.917649358942043,False,False,False,event_below_threshold,28,0.06000689975917339
ffp,1.5,0.08,0.005,0.0,1.0,24.0,3,14.82245696848986,20.071294167966204,False,False,False,event_below_threshold,28,0.1754191000945866
ffp,1.5,0.08,0.005,0.0,1.0,24.0,4,17.48995394652593,16.738047047978636,False,False,False,event_below_threshold,28,0.19245770014822483
ffp,1.5,0.3,0.005,0.0,1.0,24.0,0,59.11302973602142,94.76447484803232,False,False,False,event_below_threshold,105,0.2804637001827359
ffp,1.5,0.3,0.005,0.0,1.0,24.0,1,51.8974507669991,83.74832949182058,False,False,False,event_below_threshold,104,0.0631797001697123
ffp,1.5,0.3,0.005,0.0,1.0,24.0,2,37.20986223134969,89.97368347132235,False,False,False,event_below_threshold,106,0.18779510026797652
ffp,1.5,0.3,0.005,0.0,1.0,24.0,3,54.74823866591032,102.9607221086562,False,False,False,event_below_threshold,105,0.1298267999663949
ffp,1.5,0.3,0.005,0.0,1.0,24.0,4,43.90995008702157,126.29224545600532,False,False,False,event_below_threshold,105,0.288909999653697
